,Artist,Name,Genre,Peak.position,Weeks.on.chart,Avg.rank,Date,Energy,Danceability,Tempo,Valence
819,BRANDY,ALMOST DOESN'T COUNT,"SOUL,POP,SOUL POP,R&;B",16.0,20.0,49.0,1999,0.63,0.483,115.39,0.541
820,BRANDY,FULL MOON,R&;B,18.0,20.0,50.578947368421055,2002,0.656,0.692,105.994,0.629
821,BRANDY,PUT IT DOWN,"FRENCH R&;B,R&;B",65.0,14.0,79.07142857142857,2012,0.413,0.761,141.056,0.595
822,BRANDY,RIGHT HERE,R&;B,34.0,18.0,65.44444444444444,2008,0.797,0.562,110.049,0.296
823,BRANDY,TALK ABOUT OUR LOVE,"R&;B,RAP",36.0,14.0,65.57142857142857,2004,0.589,0.511,100.814,0.757
824,BRANDY,WHAT ABOUT US?,"R&;B,POP",7.0,18.0,35.27777777777778,2002,0.732,0.524,185.932,0.736
825,BRANDY,WHO IS SHE 2 U,"POP,R&;B",85.0,4.0,91.25,2004,0.629,0.6,90.681,0.865
826,BRANTLEY GILBERT,17 AGAIN,"COUNTRY,ROCK",100.0,1.0,90.0,2014,0.871,0.428,173.934,0.732
827,BRANTLEY GILBERT,BOTTOMS UP,COUNTRY,20.0,25.0,41.92,2013,0.456,0.585,160.066,0.273
828,BRANTLEY GILBERT,COUNTRY MUST BE COUNTRY WIDE,"COUNTRY,ROCK",50.0,21.0,69.47619047619048,2010,0.765,0.409,83.093,0.5
829,BRANTLEY GILBERT,MORE THAN MILES,"COUNTRY,ROCK",73.0,19.0,84.52631578947368,2010,0.778,0.47,152.005,0.448
830,BRANTLEY GILBERT,MY BABY'S GUNS N' ROSES,"COUNTRY,ROCK",100.0,1.0,87.0,2014,0.889,0.49,141.017,0.658
831,BRANTLEY GILBERT,ONE HELL OF AN AMEN,"COUNTRY,ROCK",44.0,18.0,70.27777777777777,2014,0.664,0.547,138.048,0.551
832,BRANTLEY GILBERT,SMALL TOWN THROWDOWN,"COUNTRY,ROCK",67.0,20.0,79.35,2014,0.862,0.555,98.036,0.692
833,BRANTLEY GILBERT,THE WEEKEND,COUNTRY,64.0,20.0,79.25,2016,0.331,0.722,143.961,0.102
834,BRANTLEY GILBERT,YOU DON'T KNOW HER LIKE I DO,"ROCK,COUNTRY",49.0,24.0,72.875,2010,0.716,0.49,74.988,0.288
835,BREAKING BENJAMIN,BREATH,"HARD ROCK,POST-GRUNGE,ALTERNATIVE METAL,ROCK",84.0,7.0,92.14285714285714,2006,0.868,0.347,182.851,0.313
836,BREAKING BENJAMIN,FAILURE,"POST-GRUNGE,HARD ROCK,ALTERNATIVE ROCK,ROCK",100.0,1.0,80.0,2015,0.89,0.462,155.008,0.383
837,BREAKING BENJAMIN,GIVE ME A SIGN,"POST-GRUNGE,ALTERNATIVE METAL,ROCK",97.0,5.0,98.0,2009,0.85,0.196,156.725,0.4
838,BREAKING BENJAMIN,I WILL NOT BOW,"POST-GRUNGE,ALTERNATIVE METAL,ALTERNATIVE ROCK,ROCK",40.0,20.0,74.2,2009,0.328,0.447,125.257,0.123
839,BREAKING BENJAMIN,SO COLD,"HARD ROCK,POST-GRUNGE,ALTERNATIVE METAL,ROCK",76.0,20.0,79.2,2004,0.774,0.49,153.048,0.297
840,BREAKING BENJAMIN,SOONER OR LATER,"HARD ROCK,POST-GRUNGE,ALTERNATIVE METAL,ROCK",99.0,2.0,99.5,2004,0.843,0.493,92.827,0.416
841,BREAKING BENJAMIN,THE DIARY OF JANE,"NU-METAL,HARD ROCK,POST-GRUNGE,ALTERNATIVE ROCK,ALTERNATIVE METAL,ROCK",50.0,20.0,83.1,2006,0.964,0.392,167.024,0.269
842,BREATHE CAROLINA,BLACKOUT,"POP,HOUSE,ELECTRONIC ROCK,ELECTRONIC,DANCE-POP,SYNTH-POP",32.0,20.0,60.65,2011,0.819,0.662,122.951,0.801
843,BRENDA LEE,ROCKIN' AROUND THE CHRISTMAS TREE,"CHRISTMAS,ROCK",9.0,27.0,30.866666666666667,1999,0.472,0.589,67.196,0.898
844,BRETT ELDREDGE,BEAT OF THE MUSIC,COUNTRY,44.0,20.0,66.7,2013,0.808,0.629,110.001,0.773
845,BRETT ELDREDGE,DON'T YA,"ROCK,COUNTRY",30.0,20.0,56.3,2012,0.914,0.679,130.976,0.954
846,BRETT ELDREDGE,DRUNK ON YOUR LOVE,COUNTRY,35.0,15.0,58.4,2015,0.831,0.443,182.064,0.588
847,BRETT ELDREDGE,LOSE MY MIND,COUNTRY,48.0,20.0,65.15,2015,0.755,0.68,101.048,0.824
848,BRETT ELDREDGE,LOVE SOMEONE,COUNTRY,52.0,10.0,77.4,2018,0.405,0.501,109.891,0.446
849,BRETT ELDREDGE,MEAN TO ME,COUNTRY,53.0,20.0,74.6,2014,0.589,0.505,99.648,0.585
850,BRETT ELDREDGE,THE LONG WAY,COUNTRY,65.0,12.0,77.0,2017,0.637,0.488,88.865,0.23
851,BRETT ELDREDGE,WANNA BE THAT SONG,COUNTRY,46.0,20.0,69.5,2015,0.686,0.518,144.065,0.334
852,BRETT YOUNG,HERE TONIGHT,COUNTRY,42.0,20.0,69.7,2018,0.776,0.517,96.002,0.448
853,BRETT YOUNG,IN CASE YOU DIDN'T KNOW,COUNTRY,19.0,28.0,46.107142857142854,2016,0.74,0.569,82.099,0.544
854,BRETT YOUNG,LIKE I LOVED YOU,COUNTRY,46.0,20.0,65.78947368421052,2017,0.568,0.582,76.025,0.64
855,BRETT YOUNG,MERCY,COUNTRY,29.0,20.0,55.6,2017,0.662,0.555,148.128,0.356
856,BRETT YOUNG,SLEEP WITHOUT YOU,COUNTRY,47.0,18.0,68.16666666666667,2016,0.429,0.608,87.955,0.84
857,BRIAN MCKNIGHT,BACK AT ONE,R&;B,2.0,37.0,18.7027027027027,1999,0.346,0.661,129.752,0.256
858,BRIAN MCKNIGHT,LOVE OF MY LIFE,R&;B,51.0,20.0,69.85,2001,0.445,0.649,123.767,0.335
859,BRIAN MCKNIGHT,STAY OR LET IT GO,POP,76.0,8.0,88.0,1999,0.57,0.639,79.993,0.458
860,BRIDGIT MENDLER,READY OR NOT,POP,49.0,13.0,86.3076923076923,2012,0.872,0.715,93.043,0.748
861,BRIDGIT MENDLER,SOMEBODY,"BALLAD,ROCK,TEEN POP,DISNEY,SOUNDTRACK,POP-ROCK,POP",100.0,1.0,89.0,2011,0.495,0.864,129.062,0.72
862,"BRIDGIT MENDLER, ADAM HICKS, NAOMI SCOTT, HAYLEY KIYOKO",BREAKTHROUGH,"DISNEY,SOUNDTRACK,TEEN POP,ROCK,POP-ROCK,DANCE-POP,ELECTRO-POP,POP",100.0,1.0,88.0,2011,0.875,0.638,111.999,0.698
863,"BRIDGIT MENDLER, ADAM HICKS, NAOMI SCOTT, HAYLEY KIYOKO",DETERMINATE,"ROCK,DISNEY,TEEN POP,SOUNDTRACK,POP-ROCK,DANCE-POP,ELECTRO-POP,POP",51.0,3.0,72.0,2011,0.768,0.562,139.968,0.218
864,BRITNEY SPEARS,3,"ELECTRONIC,DANCE,ELECTRO-POP,POP",1.0,20.0,20.65,2009,0.709,0.697,134.91,0.787
865,BRITNEY SPEARS,BREAK THE ICE,"R&;B,ELECTRO,POP",43.0,17.0,62.529411764705884,2008,0.636,0.757,125.989,0.932
866,BRITNEY SPEARS,CIRCUS,"ELECTRO-POP,DANCE-POP,POP",3.0,22.0,17.09090909090909,2008,0.733,0.791,114.98,0.761
867,BRITNEY SPEARS,CRAZY,"DANCE-POP,TEEN POP,POP",10.0,20.0,42.25,1999,0.939,0.748,104.001,0.96
868,BRITNEY SPEARS,CRIMINAL,POP,55.0,6.0,69.5,2011,0.734,0.696,107.987,0.711
869,BRITNEY SPEARS,DO SOMETHIN',"ELECTRONIC ROCK,DANCE-POP,POP",100.0,1.0,100.0,2005,0.647,0.489,167.792,0.436
870,BRITNEY SPEARS,EVERYTIME,"PIANO,BALLAD,POP",15.0,18.0,37.23529411764706,2004,0.702,0.598,115.989,0.345
871,BRITNEY SPEARS,FROM THE BOTTOM OF MY BROKEN HEART,"BALLAD,TEEN POP,POP",14.0,20.0,54.5,1999,0.665,0.677,74.981,0.706
872,BRITNEY SPEARS,GIMME MORE,"DANCE-POP,POP",3.0,20.0,44.25,2007,0.844,0.788,113.324,0.382
873,BRITNEY SPEARS,HOLD IT AGAINST ME,"DANCE-POP,POP",1.0,17.0,39.0,2011,0.722,0.648,132.973,0.389
874,BRITNEY SPEARS,I WANNA GO,"HI-NRG,DANCE-POP,POP",7.0,20.0,24.85,2011,0.546,0.696,130.002,0.787
875,BRITNEY SPEARS,I'M A SLAVE 4 U,"DANCE,ELECTRO-POP,R&;B,POP",27.0,14.0,57.714285714285715,2001,0.0467,0.55,175.994,0.898
876,BRITNEY SPEARS,IF U SEEK AMY,"ELECTRO-POP,DANCE-POP,POP",19.0,20.0,41.1,2009,0.622,0.716,129.936,0.512
877,BRITNEY SPEARS,LUCKY,"TEEN POP,DANCE-POP,POP",23.0,11.0,48.9,2000,0.791,0.765,95.026,0.966
878,BRITNEY SPEARS,MAKE ME...,"ELECTRO-POP,POP",17.0,9.0,46.0,2016,0.471,0.588,152.881,0.209
879,BRITNEY SPEARS,ME AGAINST THE MUSIC,"DANCE,POP",35.0,13.0,57.416666666666664,2003,0.836,0.804,120.046,0.85
880,BRITNEY SPEARS,OOH LA LA,"SOUNDTRACK,ELECTRO-POP,SYNTH-POP,POP",54.0,5.0,81.2,2013,0.568,0.69,128.059,0.728
881,BRITNEY SPEARS,OUTRAGEOUS,"R&;B,POP",79.0,4.0,83.0,2004,0.646,0.823,105.01,0.867
882,BRITNEY SPEARS,OVERPROTECTED,"TEEN POP,DANCE-POP,POP",86.0,5.0,91.2,2001,0.894,0.682,95.992,0.845
883,BRITNEY SPEARS,PERFUME,"BALLAD,POP",76.0,6.0,84.16666666666667,2013,0.557,0.39,79.34,0.317
884,BRITNEY SPEARS,PIECE OF ME,"ELECTRONIC,DANCE,ELECTRO,POP",18.0,20.0,42.4,2007,0.638,0.769,115.007,0.782
885,BRITNEY SPEARS,RADAR,"SYNTH-POP,ELECTRO-POP,POP",88.0,3.0,91.66666666666667,2009,0.802,0.717,119.99,0.866
886,BRITNEY SPEARS,SHATTERED GLASS,POP,100.0,1.0,70.0,2009,0.274,0.473,131.705,0.465
887,BRITNEY SPEARS,SLUMBER PARTY,"REMIX,POP",100.0,1.0,86.0,2016,0.784,0.752,135.039,0.464
888,BRITNEY SPEARS,SOMETIMES,"TEEN POP,POP",21.0,20.0,44.583333333333336,1999,0.742,0.745,95.996,0.806
889,BRITNEY SPEARS,STRONGER,"DANCE-POP,TEEN POP,ELECTRO-POP,POP",11.0,15.0,39.6,2000,0.923,0.707,108.049,0.842
890,BRITNEY SPEARS,TOXIC,"HOUSE,DANCE,POP",9.0,20.0,24.4,2004,0.847,0.774,143.011,0.923
891,BRITNEY SPEARS,WOMANIZER,"DANCE-POP,ELECTRO-POP,POP",1.0,23.0,17.695652173913043,2008,0.695,0.724,139.0,0.235
892,"BRITNEY SPEARS, IGGY AZALEA",PRETTY GIRLS,"PRODUCER,ELECTRO-POP,RAP,POP",29.0,8.0,55.25,2015,0.831,0.834,103.009,0.788
893,BRITT NICOLE,GOLD,"CHRISTIAN,POP",83.0,3.0,88.0,2012,0.819,0.65,95.958,0.895
894,BROOKE HOGAN,ABOUT US,RAP,33.0,17.0,58.294117647058826,2006,0.671,0.695,77.608,0.839
895,BROOKE WHITE,HOLD UP MY HEART,POP,100.0,1.0,47.0,2009,0.567,0.334,178.679,0.43
896,"BROOKS, DUNN",AIN'T NOTHING 'BOUT YOU,POP,25.0,20.0,40.2,2001,0.734,0.263,204.026,0.541
897,"BROOKS, DUNN",BELIEVE,COUNTRY,60.0,20.0,76.9,2005,0.223,0.598,117.308,0.211
898,"BROOKS, DUNN",COWGIRLS DON'T CRY,COUNTRY,44.0,20.0,58.35,2008,0.668,0.655,114.881,0.619
899,"BROOKS, DUNN",EVERY RIVER,COUNTRY,75.0,5.0,83.2,2002,0.503,0.679,130.072,0.905
900,"BROOKS, DUNN",GOD MUST BE BUSY,COUNTRY,78.0,11.0,89.45454545454545,1999,0.469,0.421,78.16,0.269
901,"BROOKS, DUNN",HILLBILLY DELUXE,COUNTRY,86.0,9.0,89.66666666666667,2006,0.628,0.627,154.898,0.764
902,"BROOKS, DUNN",IT'S GETTING BETTER ALL THE TIME,COUNTRY,56.0,16.0,69.25,2004,0.434,0.407,133.903,0.157
903,"BROOKS, DUNN",MISSING YOU,COUNTRY,75.0,3.0,82.0,1999,0.763,0.633,102.991,0.495
904,"BROOKS, DUNN",MY HEART IS LOST TO YOU,COUNTRY,48.0,13.0,61.38461538461539,2002,0.849,0.524,125.86,0.453
905,"BROOKS, DUNN",ONLY IN AMERICA,"COUNTRY,RAP",33.0,20.0,47.6,2001,0.903,0.527,137.721,0.728
906,"BROOKS, DUNN",PLAY SOMETHING COUNTRY,COUNTRY,37.0,17.0,70.23529411764706,2005,0.944,0.692,115.148,0.774
907,"BROOKS, DUNN",PROUD OF THE HOUSE WE BUILT,COUNTRY,57.0,15.0,72.33333333333333,2007,0.789,0.617,119.982,0.546
908,"BROOKS, DUNN",PUT A GIRL IN IT,COUNTRY,54.0,13.0,71.84615384615384,2008,0.836,0.621,119.974,0.885
909,"BROOKS, DUNN",RED DIRT ROAD,"COUNTRY,ROCK",25.0,20.0,44.89473684210526,2003,0.868,0.555,136.12,0.479
910,"BROOKS, DUNN",THAT'S WHAT IT'S ALL ABOUT,COUNTRY,38.0,20.0,62.5,1999,0.9,0.515,118.372,0.3
911,"BROOKS, DUNN",THAT'S WHAT SHE GETS FOR LOVING ME,COUNTRY,53.0,14.0,61.785714285714285,2004,0.572,0.632,127.205,0.285
912,"BROOKS, DUNN",THE LONG GOODBYE,COUNTRY,39.0,20.0,55.578947368421055,2001,0.564,0.517,145.426,0.57
913,"BROOKS, DUNN",YOU CAN'T TAKE THE HONKY TONK OUT OF THE GIRL,COUNTRY,39.0,20.0,57.3,2003,0.939,0.63,113.973,0.822
914,"BROOKS, DUNN",YOU'LL ALWAYS BE LOVED BY ME,COUNTRY,55.0,19.0,76.84210526315789,1999,,,,
915,BROTHERS OSBORNE,IT AIN'T MY FAULT,COUNTRY,79.0,16.0,91.6875,2017,0.889,0.558,94.945,0.962
916,BROTHERS OSBORNE,STAY A LITTLE LONGER,COUNTRY,46.0,20.0,67.95,2015,0.89,0.555,96.987,0.513
917,BROWN BOY,SUPERMAN,RAP,100.0,1.0,99.0,1999,0.549,0.936,101.379,0.965
918,BRUCE SPRINGSTEEN,GIRLS IN THEIR SUMMER CLOTHES,"CONTEMPORARY FOLK,FOLK,FOLK ROCK,ROCK",100.0,1.0,95.0,1999,0.76,0.439,113.102,0.673
919,BRUCE SPRINGSTEEN,THE RISING,"ADULT ALTERNATIVE,SINGER-SONGWRITER,ADULT CONTEMPORARY,HEARTLAND ROCK,ROCK",52.0,11.0,71.9090909090909,2002,0.761,0.499,110.186,0.326
920,BRUCE SPRINGSTEEN,WORKING ON A DREAM,ROCK,100.0,1.0,95.0,2009,0.771,0.555,110.479,0.71
921,BRUNO MARS,24K MAGIC,"FUNK-POP,FUNK,POP",4.0,41.0,21.4390243902439,2016,0.803,0.818,106.97,0.632
922,BRUNO MARS,GORILLA,"POP-ROCK,SOUL POP,SOUL,ROCK,R&;B,POP",22.0,16.0,52.25,2013,0.702,0.884,96.005,0.803
923,BRUNO MARS,GRENADE,"PIANO,SOUL POP,SOUL,BALLAD,ADULT CONTEMPORARY,R&;B,POP",1.0,36.0,23.833333333333332,2010,0.558,0.704,110.444,0.245
924,BRUNO MARS,IT WILL RAIN,"SCREEN,POP,SOUNDTRACK",3.0,29.0,18.20689655172414,2011,0.835,0.576,150.017,0.476
925,BRUNO MARS,JUST THE WAY YOU ARE,"BALLAD,ADULT CONTEMPORARY,SOUL POP,SOUL,R&;B,POP",1.0,48.0,18.708333333333332,2010,0.841,0.635,109.021,0.424
926,BRUNO MARS,LOCKED OUT OF HEAVEN,POP,1.0,36.0,15.277777777777779,2012,0.698,0.726,143.994,0.867
927,BRUNO MARS,MARRY YOU,POP,85.0,9.0,92.66666666666667,2011,0.945,0.534,130.087,0.797
928,BRUNO MARS,RUNAWAY BABY,"ROCK,POP",100.0,1.0,50.0,2010,0.762,0.658,163.864,0.823
929,BRUNO MARS,THAT'S WHAT I LIKE,"FUNK,R&;B,POP",1.0,52.0,18.058823529411764,2016,0.56,0.853,134.066,0.86
930,BRUNO MARS,THE LAZY SONG,"POP-ROCK,R&;B,POP",4.0,27.0,26.11111111111111,2011,0.634,0.745,87.481,0.695
931,BRUNO MARS,TREASURE,"MEMES,POP",5.0,23.0,18.91304347826087,2013,0.944,0.664,121.931,0.745
932,BRUNO MARS,VERSACE ON THE FLOOR,"R&;B,POP",33.0,14.0,62.714285714285715,2016,0.574,0.578,174.152,0.301
933,BRUNO MARS,WHEN I WAS YOUR MAN,"EASY LISTENING,ADULT CONTEMPORARY,PIANO,BALLAD,NEO SOUL,SOUL POP,R&;B,POP",1.0,35.0,24.714285714285715,2013,0.247,0.47,140.544,0.391
934,BRUNO MARS,YOUNG GIRLS,"BALLAD,POP",32.0,14.0,54.07142857142857,2012,0.749,0.561,125.986,0.501
935,"BRUNO MARS, CARDI B",FINESSE,"ELECTRO-FUNK,NEW JACK SWING,REMIX,SOUL POP,SOUL,FUNK-POP,FUNK,WEST COAST,EAST COAST,RAP,R&;B,POP",3.0,23.0,15.26086956521739,2018,0.319,0.807,94.992,0.299
936,BRYCE VINE,DREW BARRYMORE,"POP,RAP",46.0,14.0,62.785714285714285,2017,0.523,0.577,134.93,0.29
937,BRYCE VINE,LA LA LAND,"POP,RAP,HIP-HOP,R&;B",85.0,4.0,90.5,2019,0.473,0.774,97.953,0.416
938,BRYSON TILLER,DON'T,"BOOM BAP,SINGER-SONGWRITER,DARK POP,SOUL POP,SOUL,RAP,TRAP,ALTERNATIVE R&;B,R&;B",13.0,34.0,33.794117647058826,2014,0.971,0.236,159.001,0.403
939,BRYSON TILLER,DON'T GET TOO HIGH,"SINGER-SONGWRITER,DANCEHALL,CONSCIOUS HIP-HOP,RAP,SOUL,TRAP,R&;B",100.0,1.0,89.0,2017,,,,
940,BRYSON TILLER,EXCHANGE,"BOOM BAP,SINGER-SONGWRITER,DARK POP,SOUL POP,HARDCORE HIP-HOP,CONSCIOUS HIP-HOP,POP,DANCEHALL,SOUL,TRAP,RAP,R&;B",26.0,34.0,45.61764705882353,2015,0.433,0.525,160.108,0.276
941,BRYSON TILLER,NO LONGER FRIENDS,"CONSCIOUS HIP-HOP,SOUL,POP,DANCEHALL,RAP,TRAP,R&;B",100.0,1.0,98.0,2017,0.663,0.651,114.137,0.377
942,BRYSON TILLER,RUN ME DRY,"TRAP,CONSCIOUS HIP-HOP,DARK POP,POP,RAP,SOUL,DANCEHALL,R&;B",100.0,1.0,91.0,2017,0.756,0.646,193.88,0.602
943,BRYSON TILLER,SOMETHIN TELLS ME,"DANCEHALL,BOOM BAP,SINGER-SONGWRITER,CONSCIOUS HIP-HOP,DARK POP,POP,TRAP,SOUL,R&;B",100.0,1.0,74.0,2017,0.588,0.735,90.002,0.435
944,BRYSON TILLER,SORRY NOT SORRY,"BOOM BAP,DARK POP,SINGER-SONGWRITER,SOUL POP,HARDCORE HIP-HOP,POP,CONSCIOUS HIP-HOP,DANCEHALL,SOUL,TRAP,RAP,R&;B",67.0,15.0,85.26666666666667,2015,,,,
945,BUBBA SPARXXX,UGLY,"DIRTY SOUTH,HIP-HOP,COUNTRY RAP,COUNTRY,RAP",15.0,20.0,49.45,2001,0.836,0.755,90.847,0.696
946,BUCK 22,ACHY BREAKY 2,RAP,100.0,1.0,80.0,1999,0.703,0.766,119.985,0.895
947,BUCKCHERRY,CRAZY BITCH,"HARD ROCK,ROCK",59.0,20.0,73.45,1999,0.978,0.661,98.019,0.592
948,BUCKCHERRY,SORRY,ROCK,9.0,24.0,27.166666666666668,2005,0.326,0.522,87.535,0.443
949,BUCKCHERRY,TOO DRUNK...,ROCK,100.0,1.0,96.0,1999,0.825,0.646,120.904,0.923
950,BUCKY COVINGTON,A DIFFERENT WORLD,POP,58.0,20.0,78.4,1999,0.928,0.794,102.965,0.721
951,BUCKY COVINGTON,I'LL WALK,POP,70.0,8.0,81.5,2008,0.221,0.208,85.133,0.136
952,BUCKY COVINGTON,IT'S GOOD TO BE US,POP,81.0,8.0,89.25,1999,0.501,0.507,128.34,0.363
953,BUDDY JEWELL,HELP POUR OUT THE RAIN,COUNTRY,29.0,20.0,55.2,2003,0.562,0.565,75.035,0.652
954,BUDDY JEWELL,SWEET SOUTHERN COMFORT,COUNTRY,40.0,20.0,62.55,2003,0.612,0.495,148.083,0.366
955,BURL IVES,A HOLLY JOLLY CHRISTMAS,POP,10.0,10.0,30.11111111111111,1999,0.365,0.666,140.413,0.865
956,BUSH,THE CHEMICALS BETWEEN US,POP,67.0,20.0,77.7,1999,0.958,0.512,97.715,0.39
957,BUSTA RHYMES,ARAB MONEY,"REMIX,RAP",86.0,6.0,91.83333333333333,2008,0.275,0.76,93.487,0.853
958,BUSTA RHYMES,BREAK YA NECK,RAP,26.0,20.0,50.0,2001,0.809,0.82,83.011,0.737
959,BUSTA RHYMES,CALM DOWN,RAP,100.0,1.0,94.0,2014,0.827,0.513,115.029,0.378
960,BUSTA RHYMES,MAKE IT CLAP,RAP,46.0,20.0,68.5,2002,0.741,0.736,121.328,0.95
961,BUSTA RHYMES,PASS THE COURVOISIER PART II,RAP,11.0,20.0,34.473684210526315,2002,0.793,0.697,89.767,0.56
962,BUSTA RHYMES,TOUCH IT,RAP,16.0,23.0,40.31818181818182,1999,0.881,0.675,131.032,0.861
963,BUSTA RHYMES,WE MADE IT,RAP,100.0,1.0,65.0,2008,0.746,0.62,138.454,0.191
964,"BUSTA RHYMES, MARIAH CAREY",I KNOW WHAT YOU WANT,"R&;B,RAP",3.0,24.0,16.583333333333332,2003,0.607,0.673,86.055,0.526
965,BYES,LITTLE GOOD,COUNTRY,43.0,20.0,54.9,1999,0.692,0.56,83.588,0.698
966,C,BOYFRIEND/GIRLFRIEND,POP,72.0,7.0,87.28571428571429,1999,0.768,0.892,103.003,0.566
967,CL,LIFTED,"POP,RAP",100.0,1.0,94.0,2016,0.698,0.369,181.353,0.286
968,CA$H OUT,SHE TWERKIN,RAP,98.0,3.0,99.33333333333333,2014,0.762,0.837,142.009,0.334
969,CAESARS,JERK IT OUT,"MEMES,ROCK,INDIE ROCK",70.0,10.0,84.5,2003,0.981,0.58,134.007,0.861
970,CAGE THE ELEPHANT,AIN'T NO REST FOR THE WICKED,"ADULT ALTERNATIVE,ALTERNATIVE ROCK,INDIE ROCK,ROCK",83.0,11.0,93.36363636363636,2008,0.573,0.589,80.996,0.491
971,CAGE THE ELEPHANT,SHAKE ME DOWN,ROCK,78.0,4.0,92.5,2010,0.969,0.258,73.103,0.307
972,CALBOY,ENVY ME,RAP,31.0,27.0,45.51851851851852,2018,0.481,0.556,149.025,0.581
973,CALI SWAG DISTRICT,TEACH ME HOW TO DOUGIE,RAP,28.0,20.0,50.1,2010,0.993,0.606,170.042,0.753
974,CALUM SCOTT,DANCING ON MY OWN,"COVER,POP",93.0,2.0,93.5,2016,0.0784,0.528,117.964,0.418
975,CALVIN HARRIS,BLAME,"ELECTRONIC,UK,POP",19.0,20.0,28.65,2014,0.857,0.414,128.024,0.348
976,CALVIN HARRIS,FAKING IT,"RAP,DANCE,POP",94.0,4.0,97.5,2017,0.589,0.776,120.034,0.668
977,CALVIN HARRIS,FEEL SO CLOSE,"UK,ELECTRONIC,POP",12.0,26.0,27.807692307692307,2011,0.818,0.423,140.038,0.158
978,CALVIN HARRIS,FEELS,"DANCE,RAP,POP",20.0,18.0,39.611111111111114,2017,0.745,0.893,101.018,0.872
979,CALVIN HARRIS,HEATSTROKE,"DANCE,POP,RAP",100.0,1.0,96.0,2017,0.728,0.784,110.165,0.713
980,CALVIN HARRIS,I NEED YOUR LOVE,"DANCE,ELECTRO HOUSE,DANCE-POP,SYNTH-POP,UK,POP,ELECTRONIC",16.0,25.0,36.0,2012,0.869,0.695,124.989,0.58
981,CALVIN HARRIS,LET'S GO,ROCK,17.0,20.0,39.75,2012,0.882,0.71,128.016,0.875
982,CALVIN HARRIS,MY WAY,"TROPICAL HOUSE,POP",24.0,10.0,43.0,2016,0.913,0.818,119.986,0.536
983,CALVIN HARRIS,OUTSIDE,"ELECTRONIC,DANCE,UK,POP",29.0,20.0,54.3,2014,0.823,0.646,128.035,0.418
984,CALVIN HARRIS,ROLLIN,"UK,RAP,DANCE,POP",62.0,4.0,81.5,2017,0.762,0.754,92.002,0.673
985,CALVIN HARRIS,SLIDE,"NU DISCO,DANCE,ELECTRONIC,R&;B,RAP,POP",25.0,20.0,39.4,2017,0.795,0.736,104.066,0.511
986,CALVIN HARRIS,SUMMER,"UK,ELECTRONIC,POP",7.0,26.0,26.5,2014,0.856,0.596,127.949,0.743
987,CALVIN HARRIS,SWEET NOTHING,"UK,POP,ELECTRONIC",10.0,27.0,33.2962962962963,2012,0.929,0.573,127.934,0.582
988,CALVIN HARRIS,THINKING ABOUT YOU,ROCK,86.0,6.0,91.0,2013,0.274,0.476,124.693,0.234
989,CALVIN HARRIS,THIS IS WHAT YOU CAME FOR,"ELECTRO HOUSE,HOUSE,ELECTRO-POP,MEMES,ELECTRONIC,DANCE-POP,DANCE,POP",3.0,32.0,11.90625,2016,0.927,0.631,123.962,0.465
990,"CALVIN HARRIS, DISCIPLES",HOW DEEP IS YOUR LOVE,"DEEP HOUSE,ELECTRONIC,UK,POP",27.0,20.0,47.75,2015,0.868,0.738,122.003,0.336
991,"CALVIN HARRIS, DUA LIPA",ONE KISS,"UK,ALTERNATIVE DANCE,DANCE-POP,ELECTRO-POP,POP",26.0,21.0,41.23809523809524,2018,0.862,0.791,123.994,0.592
992,"CALVIN HARRIS, SAM SMITH",PROMISES,"ELECTRONIC,DANCE,POP",65.0,12.0,80.0,2018,0.768,0.781,123.07,0.486
993,CAM,BURNING HOUSE,COUNTRY,29.0,25.0,59.6,2015,0.253,0.728,140.923,0.457
994,CAM'RON,DOWN AND OUT,"DIPSET,EAST COAST,RAP",100.0,1.0,94.0,2004,0.841,0.74,83.007,0.673
995,CAM'RON,HEY MA,"HIP-HOP,RAP",3.0,21.0,16.476190476190474,2002,0.666,0.791,90.345,0.938
996,CAM'RON,OH BOY,RAP,4.0,21.0,20.0,2002,0.767,0.754,83.014,0.828
997,CAM'RON,WHAT MEANS THE WORLD TO YOU,RAP,83.0,10.0,90.4,2000,0.621,0.821,143.923,0.895
998,CAMILA CABELLO,CONSEQUENCES,"BALLAD,PIANO,CUBA,M\XC3\XA9XICO,POP",51.0,12.0,73.66666666666667,2018,0.292,0.455,84.339,0.43
999,CAMILA CABELLO,CRYING IN THE CLUB,"TROPICAL HOUSE,M\XC3\XA9XICO,CUBA,WEST COAST,AUSTRALIA,R&;B,DANCE-POP,DANCE,POP",47.0,9.0,57.77777777777778,2017,0.617,0.334,85.227,0.603
1000,CAMILA CABELLO,HAVANA,"WORLD MUSIC,ATLANTA,TROPICAL HOUSE,R&;B,CUBA,LATIN MUSIC,TRAP,RAP,LATIN POP,POP",1.0,46.0,22.488888888888887,2017,0.579,0.751,105.031,0.349
1001,CAMILA CABELLO,NEVER BE THE SAME,"TROPICAL HOUSE,CANADA,ELECTRO-POP,ELECTRO,R&;B,M\XC3\XA9XICO,CUBA,POP",6.0,37.0,27.63888888888889,2017,0.709,0.643,129.961,0.264
